CustomerID,Tenure_Months,Internet_Type,Contract,Monthly_Bill,Total_Charges,Tech_Support_Calls,Speed_Drops,Churn
CUST-0808,49,Fiber Optic,One year,103.42,5067.58,2,3,0
CUST-0809,55,Fiber Optic,One year,97.03,5336.65,0,2,0
CUST-0810,63,DSL,Two year,58.9,3710.7,3,3,0
CUST-0811,5,DSL,One year,69.59,347.95,5,1,1
CUST-0812,9,DSL,Month-to-month,41.79,376.11,8,2,0
CUST-0813,5,DSL,One year,57.73,288.65,3,1,0
CUST-0814,7,DSL,Month-to-month,36.74,257.18,4,2,1
CUST-0815,14,DSL,Two year,41.25,577.5,2,1,0
CUST-0816,35,DSL,Two year,38.55,1349.25,4,1,1
CUST-0817,50,DSL,One year,47.21,2360.5,1,1,0
CUST-0818,43,Fiber Optic,Two year,76.89,3306.27,2,0,0
CUST-0819,30,Fiber Optic,Two year,89.5,2685.0,0,0,0
CUST-0820,21,Fiber Optic,Month-to-month,91.26,1916.46,3,2,1
CUST-0821,16,DSL,One year,45.84,733.44,1,3,0
CUST-0822,52,Fiber Optic,Two year,93.1,4841.2,5,0,1
CUST-0823,39,DSL,Month-to-month,53.77,2097.03,1,0,0
CUST-0824,18,Fiber Optic,Two year,75.12,1352.16,4,0,0
CUST-0825,28,DSL,One year,67.99,1903.72,5,0,0
CUST-0826,44,DSL,One year,60.81,2675.64,2,0,0
CUST-0827,72,Fiber Optic,One year,94.85,6829.2,3,2,0
CUST-0828,7,Fiber Optic,Two year,89.31,625.17,7,1,1
CUST-0829,54,DSL,Two year,67.41,3640.14,5,0,1
CUST-0830,9,Fiber Optic,Two year,88.24,794.16,6,3,0
CUST-0831,27,DSL,One year,45.99,1241.73,2,1,0
CUST-0832,30,DSL,Month-to-month,60.71,1821.3,2,3,1
CUST-0833,3,Fiber Optic,Month-to-month,85.88,257.64,2,2,1
CUST-0834,58,Fiber Optic,Month-to-month,92.4,5359.2,5,0,0
CUST-0835,51,DSL,One year,67.79,3457.29,1,0,0
CUST-0836,44,DSL,Month-to-month,64.33,2830.52,2,3,1
CUST-0837,47,DSL,One year,62.16,2921.52,2,3,0
CUST-0838,71,DSL,Month-to-month,38.88,2760.48,3,0,0
CUST-0839,17,DSL,Month-to-month,59.23,1006.91,2,2,0
CUST-0840,21,Fiber Optic,One year,86.46,1815.66,4,1,1
CUST-0841,42,DSL,Month-to-month,42.59,1788.78,3,3,0
CUST-0842,24,Fiber Optic,One year,105.7,2536.8,0,0,1
CUST-0843,66,DSL,Month-to-month,40.99,2705.34,3,3,1
CUST-0844,54,Fiber Optic,One year,107.64,5812.56,1,0,0
CUST-0845,36,Fiber Optic,Month-to-month,92.96,3346.56,0,3,0
CUST-0846,24,Fiber Optic,One year,86.07,2065.68,5,0,0
CUST-0847,36,DSL,One year,56.25,2025.0,1,2,0
CUST-0848,28,DSL,One year,40.79,1142.12,2,3,0
CUST-0849,15,DSL,Month-to-month,56.24,843.6,0,0,1
CUST-0850,55,DSL,Two year,66.13,3637.15,1,3,0
CUST-0851,60,Fiber Optic,Two year,94.69,5681.4,0,3,0
CUST-0852,18,Fiber Optic,Month-to-month,97.9,1762.2,1,1,1
CUST-0853,65,Fiber Optic,Month-to-month,91.73,5962.45,2,3,0
CUST-0854,59,Fiber Optic,Two year,77.65,4581.35,4,3,0
CUST-0855,71,DSL,One year,61.72,4382.12,2,3,0
CUST-0856,24,Fiber Optic,One year,96.63,2319.12,3,1,1
CUST-0857,25,Fiber Optic,Two year,77.5,1937.5,0,1,0
CUST-0858,32,DSL,One year,37.82,1210.24,3,1,0
CUST-0859,3,Fiber Optic,One year,75.66,226.98,5,1,0
CUST-0860,48,DSL,One year,63.48,3047.04,4,1,0
CUST-0861,44,Fiber Optic,Two year,95.4,4197.6,0,2,0
CUST-0862,29,DSL,Two year,42.59,1235.11,2,2,0
CUST-0863,55,DSL,One year,40.09,2204.95,0,0,0
CUST-0864,9,DSL,One year,53.73,483.57,3,2,0
CUST-0865,61,Fiber Optic,Two year,107.82,6577.02,2,0,0
CUST-0866,56,DSL,Month-to-month,66.48,3722.88,2,3,0
CUST-0867,43,Fiber Optic,Two year,109.9,4725.7,1,3,0
CUST-0868,52,Fiber Optic,Two year,93.13,4842.76,5,0,0
CUST-0869,68,Fiber Optic,Month-to-month,98.7,6711.6,1,1,0
CUST-0870,10,Fiber Optic,One year,98.47,984.7,2,0,1
CUST-0871,42,DSL,Month-to-month,53.12,2231.04,3,1,0
CUST-0872,52,DSL,Month-to-month,57.25,2977.0,2,0,0
CUST-0873,1,DSL,Month-to-month,68.56,68.56,5,0,1
CUST-0874,9,Fiber Optic,Month-to-month,97.05,873.45,3,1,0
CUST-0875,1,Fiber Optic,Month-to-month,81.32,81.32,5,2,0
CUST-0876,58,DSL,Month-to-month,55.37,3211.46,4,2,0
CUST-0877,22,Fiber Optic,Two year,106.75,2348.5,3,2,0
CUST-0878,28,DSL,Two year,40.95,1146.6,2,0,1
CUST-0879,47,Fiber Optic,Two year,97.86,4599.42,4,3,1
CUST-0880,36,Fiber Optic,One year,89.12,3208.32,0,1,0
CUST-0881,56,DSL,Two year,49.11,2750.16,5,1,0
CUST-0882,35,DSL,Month-to-month,49.91,1746.85,0,0,0
CUST-0883,36,Fiber Optic,One year,99.52,3582.72,5,2,0
CUST-0884,18,Fiber Optic,One year,84.67,1524.06,0,1,0
CUST-0885,53,Fiber Optic,Two year,105.17,5574.01,4,2,0
CUST-0886,44,Fiber Optic,One year,84.56,3720.64,5,2,0
CUST-0887,48,Fiber Optic,Month-to-month,83.58,4011.84,5,3,1
CUST-0888,56,Fiber Optic,One year,89.4,5006.4,2,0,0
CUST-0889,71,DSL,Two year,57.56,4086.76,0,3,0
CUST-0890,58,Fiber Optic,Two year,75.7,4390.6,5,3,0
CUST-0891,15,DSL,Month-to-month,66.55,998.25,3,1,0
CUST-0892,30,DSL,One year,47.15,1414.5,2,3,0
CUST-0893,67,Fiber Optic,Month-to-month,83.92,5622.64,0,0,0
CUST-0894,70,DSL,One year,57.45,4021.5,4,0,0
CUST-0895,65,Fiber Optic,Two year,107.53,6989.45,5,1,1
CUST-0896,57,Fiber Optic,Month-to-month,93.6,5335.2,3,1,0
CUST-0897,45,DSL,Two year,69.4,3123.0,2,1,0
CUST-0898,2,DSL,One year,69.46,138.92,7,2,1
CUST-0899,15,DSL,One year,67.67,1015.05,1,1,0
CUST-0900,47,DSL,Month-to-month,62.77,2950.19,2,3,1
CUST-0901,8,DSL,Two year,49.43,395.44,8,3,1
CUST-0902,40,DSL,Two year,39.26,1570.4,3,3,0
CUST-0903,31,Fiber Optic,One year,84.59,2622.29,2,2,0
CUST-0904,10,Fiber Optic,Two year,101.16,1011.6,5,3,1
CUST-0905,33,Fiber Optic,One year,96.27,3176.91,3,0,0
CUST-0906,31,Fiber Optic,Month-to-month,95.58,2962.98,2,0,0
CUST-0907,39,DSL,One year,54.41,2121.99,2,3,0
CUST-0908,16,DSL,Two year,47.98,767.68,0,0,1
CUST-0909,11,Fiber Optic,One year,75.63,831.93,2,2,0
CUST-0910,6,Fiber Optic,One year,82.33,493.98,5,1,1
CUST-0911,33,Fiber Optic,Month-to-month,92.53,3053.49,1,0,0
CUST-0912,62,Fiber Optic,One year,91.56,5676.72,3,2,0
CUST-0913,10,Fiber Optic,Month-to-month,97.59,975.9,5,0,0
CUST-0914,58,DSL,One year,69.08,4006.64,3,1,0
CUST-0915,51,Fiber Optic,Two year,97.6,4977.6,5,2,0
CUST-0916,30,DSL,One year,58.9,1767.0,0,3,0
CUST-0917,72,DSL,Month-to-month,42.51,3060.72,1,3,0
CUST-0918,14,DSL,Two year,65.09,911.26,5,1,1
CUST-0919,51,Fiber Optic,Two year,93.09,4747.59,3,3,0
CUST-0920,13,DSL,Month-to-month,52.21,678.73,2,1,1
CUST-0921,22,Fiber Optic,Month-to-month,87.41,1923.02,1,1,1
CUST-0922,6,DSL,Two year,68.27,409.62,0,2,0
CUST-0923,12,Fiber Optic,Month-to-month,77.4,928.8,8,3,1
CUST-0924,42,DSL,Two year,63.2,2654.4,4,2,1
CUST-0925,39,Fiber Optic,One year,77.14,3008.46,2,0,0
CUST-0926,67,DSL,One year,62.32,4175.44,2,1,0
CUST-0927,50,Fiber Optic,Two year,105.05,5252.5,1,2,0
CUST-0928,67,DSL,Two year,56.17,3763.39,1,1,0
CUST-0929,61,Fiber Optic,One year,106.82,6516.02,5,1,0
CUST-0930,50,Fiber Optic,One year,98.0,4900.0,1,3,0
CUST-0931,11,DSL,Two year,66.37,730.07,7,1,0
CUST-0932,49,DSL,One year,49.98,2449.02,3,3,0
CUST-0933,65,Fiber Optic,Month-to-month,88.33,5741.45,2,0,1
CUST-0934,46,Fiber Optic,Month-to-month,82.73,3805.58,2,3,0
CUST-0935,30,DSL,One year,63.32,1899.6,4,2,1
CUST-0936,5,Fiber Optic,Two year,85.95,429.75,6,3,1
CUST-0937,36,Fiber Optic,Month-to-month,80.04,2881.44,5,0,0
CUST-0938,62,Fiber Optic,Month-to-month,86.37,5354.94,5,0,1
CUST-0939,17,Fiber Optic,One year,100.63,1710.71,0,0,1
CUST-0940,2,Fiber Optic,Month-to-month,98.62,197.24,1,0,1
CUST-0941,18,DSL,One year,52.96,953.28,3,2,1
CUST-0942,53,DSL,One year,46.46,2462.38,1,0,0
CUST-0943,8,DSL,Month-to-month,40.94,327.52,8,0,1
CUST-0944,48,Fiber Optic,Two year,79.16,3799.68,1,0,0
CUST-0945,18,DSL,Month-to-month,66.78,1202.04,5,2,1
CUST-0946,40,Fiber Optic,Month-to-month,85.86,3434.4,3,1,0
CUST-0947,11,DSL,Two year,58.65,645.15,4,1,0
CUST-0948,71,Fiber Optic,One year,87.53,6214.63,1,1,0
CUST-0949,62,Fiber Optic,Two year,80.29,4977.98,0,3,0
CUST-0950,10,Fiber Optic,Month-to-month,79.96,799.6,6,2,0
CUST-0951,21,Fiber Optic,One year,88.02,1848.42,5,0,0
CUST-0952,8,DSL,One year,54.87,438.96,6,2,1
CUST-0953,72,Fiber Optic,Two year,78.72,5667.84,3,3,0
CUST-0954,68,DSL,One year,51.63,3510.84,4,3,1
CUST-0955,29,Fiber Optic,Month-to-month,103.93,3013.97,1,0,1
CUST-0956,21,Fiber Optic,Two year,80.26,1685.46,5,0,0
CUST-0957,51,DSL,Month-to-month,63.86,3256.86,2,2,0
CUST-0958,36,DSL,Two year,43.58,1568.88,5,2,0
CUST-0959,48,DSL,One year,42.74,2051.52,0,0,0
CUST-0960,8,DSL,Month-to-month,67.71,541.68,4,1,1
CUST-0961,53,DSL,One year,36.7,1945.1,3,3,0
CUST-0962,9,DSL,Month-to-month,41.73,375.57,7,2,0
CUST-0963,61,DSL,Two year,47.84,2918.24,0,3,0
CUST-0964,34,Fiber Optic,Two year,89.17,3031.78,5,1,1
CUST-0965,46,Fiber Optic,One year,81.53,3750.38,3,1,0
CUST-0966,49,Fiber Optic,One year,99.99,4899.51,1,2,0
CUST-0967,58,Fiber Optic,One year,103.17,5983.86,0,2,0
CUST-0968,21,Fiber Optic,One year,86.04,1806.84,4,2,0
CUST-0969,17,DSL,One year,69.63,1183.71,3,0,0
CUST-0970,27,Fiber Optic,Month-to-month,91.32,2465.64,0,0,0
CUST-0971,4,DSL,One year,46.12,184.48,5,1,0
CUST-0972,38,Fiber Optic,Month-to-month,85.17,3236.46,0,1,1
CUST-0973,12,DSL,One year,61.89,742.68,8,0,0
CUST-0974,3,DSL,Month-to-month,36.22,108.66,7,2,0
CUST-0975,60,DSL,Two year,56.09,3365.4,5,1,0
CUST-0976,46,DSL,One year,45.22,2080.12,3,2,0
CUST-0977,32,DSL,Two year,41.44,1326.08,0,0,0
CUST-0978,7,Fiber Optic,Month-to-month,105.11,735.77,8,0,1
CUST-0979,60,Fiber Optic,Month-to-month,106.18,6370.8,3,2,0
CUST-0980,45,Fiber Optic,Month-to-month,107.61,4842.45,0,3,0
CUST-0981,46,Fiber Optic,Two year,102.4,4710.4,1,0,0
CUST-0982,70,DSL,Month-to-month,69.41,4858.7,2,1,0
CUST-0983,24,DSL,Month-to-month,67.08,1609.92,2,0,1
CUST-0984,56,Fiber Optic,Two year,82.25,4606.0,0,3,0
CUST-0985,61,Fiber Optic,Two year,78.05,4761.05,1,2,0
CUST-0986,64,DSL,One year,35.03,2241.92,2,2,0
CUST-0987,6,DSL,Two year,40.54,243.24,4,0,0
CUST-0988,66,Fiber Optic,Two year,87.77,5792.82,1,1,0
CUST-0989,55,DSL,Two year,47.31,2602.05,4,2,0
CUST-0990,57,Fiber Optic,Month-to-month,82.58,4707.06,5,1,1
CUST-0991,59,DSL,Two year,54.12,3193.08,4,1,0
CUST-0992,23,Fiber Optic,One year,77.82,1789.86,5,1,0
CUST-0993,53,DSL,Month-to-month,35.74,1894.22,1,2,0
CUST-0994,47,DSL,Month-to-month,69.11,3248.17,0,3,0
CUST-0995,30,Fiber Optic,One year,107.13,3213.9,2,2,0
CUST-0996,72,Fiber Optic,Month-to-month,107.75,7758.0,2,2,1
CUST-0997,69,DSL,Month-to-month,52.45,3619.05,5,1,0
CUST-0998,43,Fiber Optic,Two year,93.35,4014.05,5,0,1
CUST-0999,30,Fiber Optic,Month-to-month,89.53,2685.9,5,1,1
CUST-1000,4,Fiber Optic,Month-to-month,88.05,352.2,7,2,1
CUST-1001,33,DSL,Two year,67.28,2220.24,1,3,0
CUST-1002,23,Fiber Optic,Two year,87.94,2022.62,1,2,0
CUST-1003,17,Fiber Optic,Two year,89.61,1523.37,5,0,1
CUST-1004,63,Fiber Optic,Month-to-month,106.0,6678.0,1,1,0
CUST-1005,30,DSL,Month-to-month,46.38,1391.4,4,3,1
CUST-1006,7,Fiber Optic,Month-to-month,96.93,678.51,1,2,0
CUST-1007,21,DSL,Two year,69.71,1463.91,0,1,0
CUST-1008,57,Fiber Optic,Month-to-month,106.91,6093.87,2,0,0
CUST-1009,65,Fiber Optic,Month-to-month,85.83,5578.95,4,0,1
CUST-1010,13,Fiber Optic,Two year,88.02,1144.26,1,2,0
CUST-1011,35,DSL,Two year,40.22,1407.7,3,0,0
CUST-1012,31,DSL,Month-to-month,52.8,1636.8,3,3,0
CUST-1013,34,DSL,Two year,43.46,1477.64,3,1,1
CUST-1014,61,DSL,Two year,62.22,3795.42,5,3,1
CUST-1015,40,DSL,Two year,39.97,1598.8,5,3,0
CUST-1016,19,Fiber Optic,One year,82.18,1561.42,4,3,1
CUST-1017,50,Fiber Optic,Two year,105.06,5253.0,5,2,1
CUST-1018,55,DSL,One year,66.09,3634.95,5,0,0
CUST-1019,59,Fiber Optic,Month-to-month,82.05,4840.95,2,1,1
CUST-1020,10,Fiber Optic,Month-to-month,108.5,1085.0,3,1,1
CUST-1021,58,Fiber Optic,One year,88.87,5154.46,5,3,0
CUST-1022,24,DSL,One year,64.35,1544.4,5,0,0
CUST-1023,66,Fiber Optic,One year,99.84,6589.44,0,0,0
CUST-1024,52,DSL,One year,49.35,2566.2,2,1,0
CUST-1025,47,DSL,Month-to-month,42.82,2012.54,3,0,0
CUST-1026,49,Fiber Optic,Two year,94.42,4626.58,3,3,0
CUST-1027,51,Fiber Optic,One year,94.12,4800.12,1,3,0
CUST-1028,7,Fiber Optic,Two year,84.99,594.93,5,1,0
CUST-1029,45,DSL,One year,64.79,2915.55,2,2,0
CUST-1030,56,DSL,One year,52.17,2921.52,5,1,0
CUST-1031,24,Fiber Optic,Month-to-month,87.69,2104.56,3,3,1
CUST-1032,16,DSL,Two year,63.1,1009.6,5,2,0
CUST-1033,47,DSL,Two year,54.13,2544.11,5,1,1
CUST-1034,69,DSL,Two year,40.81,2815.89,1,3,0
CUST-1035,2,DSL,One year,51.56,103.12,7,3,1
CUST-1036,4,DSL,Two year,55.92,223.68,3,3,0
CUST-1037,46,DSL,One year,56.58,2602.68,3,0,0
CUST-1038,9,DSL,One year,39.7,357.3,4,1,1
CUST-1039,62,DSL,Month-to-month,61.88,3836.56,3,1,0
CUST-1040,15,Fiber Optic,Two year,97.37,1460.55,5,2,0
CUST-1041,29,DSL,One year,47.47,1376.63,4,0,1
CUST-1042,36,Fiber Optic,Two year,81.34,2928.24,4,3,0
CUST-1043,68,Fiber Optic,Two year,95.53,6496.04,4,0,0
CUST-1044,15,DSL,One year,63.84,957.6,5,2,0
CUST-1045,34,DSL,Two year,55.67,1892.78,3,3,0
CUST-1046,59,Fiber Optic,One year,75.21,4437.39,2,3,0
CUST-1047,17,Fiber Optic,Two year,93.08,1582.36,4,0,1
CUST-1048,54,DSL,Two year,59.46,3210.84,4,0,0
CUST-1049,6,Fiber Optic,Month-to-month,81.4,488.4,3,3,0
CUST-1050,12,DSL,Month-to-month,40.23,482.76,4,2,1
CUST-1051,59,Fiber Optic,One year,97.69,5763.71,0,1,0
CUST-1052,57,DSL,One year,50.67,2888.19,4,3,0
CUST-1053,1,DSL,Two year,47.82,47.82,1,2,0
CUST-1054,14,Fiber Optic,Two year,96.28,1347.92,5,3,1
CUST-1055,41,DSL,One year,64.22,2633.02,2,3,0
CUST-1056,44,Fiber Optic,Month-to-month,106.74,4696.56,4,3,1
CUST-1057,66,DSL,Month-to-month,38.27,2525.82,3,2,0
CUST-1058,42,Fiber Optic,Month-to-month,98.73,4146.66,4,0,1
CUST-1059,62,DSL,Month-to-month,39.28,2435.36,2,3,0
CUST-1060,35,Fiber Optic,Two year,96.88,3390.8,2,0,0
CUST-1061,15,Fiber Optic,Month-to-month,98.89,1483.35,1,1,0
CUST-1062,29,DSL,Two year,36.65,1062.85,2,1,0
CUST-1063,40,Fiber Optic,Two year,100.13,4005.2,1,2,0
CUST-1064,60,DSL,Two year,45.78,2746.8,5,1,0
CUST-1065,42,Fiber Optic,One year,79.44,3336.48,0,0,0
CUST-1066,46,DSL,One year,65.81,3027.26,0,3,0
CUST-1067,18,Fiber Optic,Two year,90.18,1623.24,5,0,0
CUST-1068,16,Fiber Optic,One year,109.64,1754.24,2,1,0
CUST-1069,25,Fiber Optic,Month-to-month,99.82,2495.5,3,0,0
CUST-1070,45,Fiber Optic,One year,98.86,4448.7,4,0,0
CUST-1071,31,Fiber Optic,One year,107.09,3319.79,0,3,1
CUST-1072,32,Fiber Optic,Two year,85.3,2729.6,1,1,0
CUST-1073,18,Fiber Optic,One year,82.66,1487.88,2,1,0
CUST-1074,14,Fiber Optic,One year,97.92,1370.88,2,1,0
CUST-1075,68,Fiber Optic,One year,80.46,5471.28,3,3,0
CUST-1076,26,DSL,One year,59.41,1544.66,0,1,0
CUST-1077,35,DSL,Month-to-month,44.76,1566.6,5,3,1
CUST-1078,57,Fiber Optic,Two year,105.37,6006.09,4,3,1
CUST-1079,72,DSL,Month-to-month,57.25,4122.0,2,0,0
CUST-1080,44,Fiber Optic,One year,98.86,4349.84,2,3,0
CUST-1081,55,DSL,Two year,37.79,2078.45,0,3,0
CUST-1082,41,DSL,Month-to-month,44.38,1819.58,2,0,0
CUST-1083,15,Fiber Optic,One year,91.84,1377.6,1,0,0
CUST-1084,57,DSL,Two year,39.93,2276.01,4,3,0
CUST-1085,12,DSL,Two year,38.56,462.72,4,2,0
CUST-1086,66,Fiber Optic,One year,87.73,5790.18,5,3,0
CUST-1087,20,DSL,One year,47.64,952.8,1,0,0
CUST-1088,54,Fiber Optic,Month-to-month,85.24,4602.96,2,3,0
CUST-1089,34,Fiber Optic,Month-to-month,84.33,2867.22,1,3,0
CUST-1090,32,Fiber Optic,One year,97.0,3104.0,5,2,1
CUST-1091,72,DSL,Month-to-month,47.46,3417.12,1,2,0
CUST-1092,63,DSL,One year,54.23,3416.49,0,2,0
CUST-1093,65,DSL,Month-to-month,53.31,3465.15,0,2,0
CUST-1094,67,Fiber Optic,Two year,107.0,7169.0,0,1,0
CUST-1095,5,Fiber Optic,Month-to-month,86.81,434.05,2,2,0
CUST-1096,3,DSL,Month-to-month,40.02,120.06,5,3,1
CUST-1097,65,Fiber Optic,Month-to-month,75.44,4903.6,3,0,0
CUST-1098,23,Fiber Optic,Month-to-month,84.96,1954.08,0,3,1
CUST-1099,17,Fiber Optic,Month-to-month,103.81,1764.77,5,0,1
CUST-1100,71,Fiber Optic,Month-to-month,78.0,5538.0,2,0,0
CUST-1101,49,Fiber Optic,Two year,83.81,4106.69,2,3,0
CUST-1102,28,DSL,Month-to-month,46.87,1312.36,5,2,1
CUST-1103,37,Fiber Optic,One year,101.16,3742.92,5,2,1
CUST-1104,42,Fiber Optic,Month-to-month,93.15,3912.3,0,1,0
CUST-1105,37,DSL,Month-to-month,44.68,1653.16,4,2,0
CUST-1106,19,DSL,Month-to-month,50.02,950.38,5,3,1
CUST-1107,70,Fiber Optic,Two year,86.05,6023.5,5,0,0
CUST-1108,18,Fiber Optic,Month-to-month,80.08,1441.44,3,0,0
CUST-1109,61,Fiber Optic,Month-to-month,107.87,6580.07,4,3,0
CUST-1110,10,Fiber Optic,Month-to-month,82.97,829.7,6,2,1
CUST-1111,4,Fiber Optic,Month-to-month,103.52,414.08,4,2,1
CUST-1112,45,DSL,Two year,69.9,3145.5,1,1,0
CUST-1113,28,DSL,Month-to-month,53.09,1486.52,2,2,0
CUST-1114,31,Fiber Optic,Two year,105.17,3260.27,5,3,0
CUST-1115,58,Fiber Optic,Month-to-month,88.0,5104.0,5,1,1
CUST-1116,9,Fiber Optic,Month-to-month,106.55,958.95,1,1,0
CUST-1117,15,DSL,One year,50.39,755.85,5,0,0
CUST-1118,7,DSL,Month-to-month,69.43,486.01,4,1,1
CUST-1119,16,Fiber Optic,One year,90.38,1446.08,3,0,0
CUST-1120,63,DSL,Month-to-month,37.79,2380.77,5,3,1
CUST-1121,21,Fiber Optic,Month-to-month,90.87,1908.27,1,0,1
CUST-1122,24,DSL,Two year,52.26,1254.24,3,1,0
CUST-1123,2,Fiber Optic,Month-to-month,91.52,183.04,7,2,1
CUST-1124,15,Fiber Optic,Month-to-month,81.33,1219.95,1,1,1
CUST-1125,67,Fiber Optic,One year,100.84,6756.28,1,0,0
CUST-1126,7,DSL,One year,64.69,452.83,0,2,0
CUST-1127,58,Fiber Optic,Month-to-month,89.47,5189.26,5,0,1
CUST-1128,43,DSL,One year,43.62,1875.66,4,3,1
CUST-1129,24,DSL,One year,68.01,1632.24,4,0,1
CUST-1130,37,Fiber Optic,Month-to-month,97.48,3606.76,2,0,0
CUST-1131,18,DSL,One year,62.78,1130.04,0,3,0
CUST-1132,47,Fiber Optic,Month-to-month,79.22,3723.34,3,3,1
CUST-1133,66,DSL,One year,53.63,3539.58,5,2,0
CUST-1134,59,DSL,Two year,50.04,2952.36,1,1,0
CUST-1135,3,DSL,Month-to-month,38.29,114.87,0,2,0
CUST-1136,38,Fiber Optic,One year,102.32,3888.16,4,3,1
CUST-1137,43,DSL,One year,52.0,2236.0,5,2,0
CUST-1138,47,Fiber Optic,One year,94.96,4463.12,2,0,0
CUST-1139,8,DSL,Two year,61.69,493.52,0,1,0
CUST-1140,24,Fiber Optic,One year,109.1,2618.4,1,1,0
CUST-1141,41,DSL,Month-to-month,45.22,1854.02,5,0,1
CUST-1142,14,Fiber Optic,One year,102.15,1430.1,5,3,0
CUST-1143,12,Fiber Optic,Two year,103.12,1237.44,7,2,0
CUST-1144,13,Fiber Optic,Two year,80.11,1041.43,0,0,0
CUST-1145,39,DSL,Two year,58.41,2277.99,3,1,0
CUST-1146,23,Fiber Optic,Two year,83.11,1911.53,5,2,1
CUST-1147,7,DSL,One year,49.16,344.12,0,1,0
CUST-1148,7,Fiber Optic,Month-to-month,86.57,605.99,8,0,1
CUST-1149,50,DSL,Month-to-month,41.82,2091.0,0,0,1
CUST-1150,41,DSL,One year,49.41,2025.81,0,1,0
CUST-1151,36,DSL,Two year,57.68,2076.48,2,3,0
CUST-1152,25,Fiber Optic,Two year,104.96,2624.0,5,2,1
CUST-1153,59,Fiber Optic,One year,88.15,5200.85,5,2,0
CUST-1154,32,DSL,Month-to-month,64.99,2079.68,1,3,0
CUST-1155,58,DSL,Two year,54.34,3151.72,3,1,0
CUST-1156,40,Fiber Optic,Two year,83.73,3349.2,1,0,0
CUST-1157,59,DSL,One year,53.41,3151.19,5,1,1
CUST-1158,66,DSL,Two year,39.39,2599.74,5,0,0
CUST-1159,71,Fiber Optic,Month-to-month,89.33,6342.43,0,1,0
CUST-1160,2,Fiber Optic,One year,80.65,161.3,7,2,0
CUST-1161,23,Fiber Optic,Month-to-month,82.25,1891.75,0,0,0
CUST-1162,44,Fiber Optic,Two year,102.02,4488.88,0,0,1
CUST-1163,52,Fiber Optic,Month-to-month,89.32,4644.64,1,0,1
CUST-1164,9,Fiber Optic,One year,102.33,920.97,4,0,1
CUST-1165,1,DSL,One year,47.46,47.46,2,0,0
CUST-1166,67,DSL,One year,69.56,4660.52,5,1,0
CUST-1167,66,DSL,Two year,49.95,3296.7,3,1,0
CUST-1168,14,Fiber Optic,Month-to-month,77.91,1090.74,5,3,1
CUST-1169,48,DSL,Month-to-month,45.38,2178.24,0,1,1
CUST-1170,43,Fiber Optic,Two year,97.23,4180.89,4,3,0
CUST-1171,48,DSL,One year,52.43,2516.64,5,3,0
CUST-1172,66,DSL,Two year,36.1,2382.6,0,0,0
CUST-1173,61,DSL,Two year,46.14,2814.54,2,0,0
CUST-1174,3,DSL,Month-to-month,37.79,113.37,7,1,0
CUST-1175,69,DSL,Month-to-month,44.8,3091.2,0,3,0
CUST-1176,18,Fiber Optic,Month-to-month,91.21,1641.78,4,3,1
CUST-1177,20,DSL,Two year,55.51,1110.2,0,1,0
CUST-1178,58,DSL,One year,35.09,2035.22,5,2,0
CUST-1179,31,DSL,Two year,53.77,1666.87,4,0,0
CUST-1180,59,DSL,One year,36.78,2170.02,4,3,0
CUST-1181,32,DSL,Month-to-month,64.8,2073.6,1,0,0
CUST-1182,37,Fiber Optic,Month-to-month,87.43,3234.91,5,2,1
CUST-1183,58,Fiber Optic,Two year,93.63,5430.54,2,1,0
CUST-1184,30,DSL,One year,52.68,1580.4,0,0,0
CUST-1185,24,DSL,One year,69.05,1657.2,2,2,0
CUST-1186,32,Fiber Optic,Two year,91.75,2936.0,0,2,0
CUST-1187,43,Fiber Optic,Month-to-month,98.8,4248.4,5,1,0
CUST-1188,32,DSL,Two year,35.27,1128.64,5,1,1
CUST-1189,37,DSL,One year,62.1,2297.7,1,0,0
CUST-1190,70,Fiber Optic,One year,93.34,6533.8,2,1,0
CUST-1191,36,DSL,Two year,66.17,2382.12,1,2,0
CUST-1192,15,DSL,Two year,68.59,1028.85,3,3,0
CUST-1193,3,DSL,Two year,44.14,132.42,1,3,0
CUST-1194,57,Fiber Optic,One year,106.05,6044.85,5,1,0
CUST-1195,70,DSL,Month-to-month,50.34,3523.8,3,2,0
CUST-1196,59,DSL,Two year,36.14,2132.26,3,3,0
CUST-1197,71,Fiber Optic,Month-to-month,96.0,6816.0,3,2,0
CUST-1198,63,DSL,One year,47.88,3016.44,0,0,0
CUST-1199,4,DSL,Two year,38.95,155.8,0,0,0
CUST-1200,35,DSL,Month-to-month,56.17,1965.95,4,0,0
CUST-1201,58,DSL,Two year,45.78,2655.24,5,1,1
CUST-1202,59,Fiber Optic,Month-to-month,81.82,4827.38,5,0,0
CUST-1203,53,DSL,Month-to-month,62.74,3325.22,5,2,1
CUST-1204,64,Fiber Optic,Month-to-month,103.21,6605.44,2,3,1
CUST-1205,59,DSL,Month-to-month,51.76,3053.84,1,3,0
CUST-1206,20,DSL,Month-to-month,54.11,1082.2,4,1,1
CUST-1207,23,DSL,One year,63.46,1459.58,2,1,0
CUST-1208,2,Fiber Optic,One year,88.24,176.48,0,1,0
CUST-1209,18,DSL,Month-to-month,63.68,1146.24,1,0,0
CUST-1210,32,Fiber Optic,Two year,102.99,3295.68,2,1,1
